Series,Episode,Episode Title,Scene,Speaker,Dialogue
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Raj,Why?
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Howard,Just give it to me.(Dials)
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Raj,What are you doing?
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Howard,"Don’t worry, you’ll thank me.(In a fake Indian accent)Hello Lalita, Raj Koothrappali.(Raj starts to chase Howard across the room.)Yes it is good to talk to you too. So, what are you wearing. Oh, not important, so, anyhow, when would you like to meet. Friday works for me. And I call you with the time and place, but in the meantime, keep it real babe.(In own voice)You may now thank me."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Raj,"For what, making me sound like a Simpsons character?"
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Howard,"Fine, next time make your own date."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Raj,I didn’t want to make this one.
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Leonard,"Look on the bright side, she might turn out to be a nice, beautiful girl."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Raj,"Great, then we’ll get married, I won’t be able to talk to her, and we’ll spend the rest of our lives in total silence."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Howard,Worked for my parents.
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Penny(knocking and entering),Hi guys.
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Leonard,"Oh, hey."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Penny,I need some guinea pigs.
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Sheldon,"Okay, there’s a lab animal supply company in Reseda you could try, but if your research is going to have human applications may I suggest white mice instead, their brain chemistry is far closer to ours."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Penny,"I swear to God, Sheldon, one day I’m going to get the hang of talking to you."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Leonard,His mom’s been saying that for years. What’s up?
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Penny,"Well, I finally convinced the restaurant to give me a bar tending shift, so I need to practice making drinks."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Leonard,"Oh, great, well the key to acquiring proficiency in any task is repetition."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Sheldon,"With certain obvious exceptions. Suicide, for example."
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Penny,"So Leonard, how about it?"
Series 01,Episode 08,The Grasshopper Experiment,The apartment.,Leonard,"Look, Penny, we’d love to help you, but Raj is going through some stuff right now. And besides, he doesn’t drink, so…(Raj whispers in his ear)Really? Um, Raj is going through some stuff right now and he’d like to take up drinking."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, here you go, Leonard, one tequila sunrise."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Leonard,Thank you. This drink is a wonderful example of how liquids with different specific gravities interact in a cylindrical container. Thank you.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, Raj, what’ll it be?(Raj whispers in Leonard’s ear.)"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Leonard,Whatever you recommend.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Uh, how about a grasshopper. I make a mean grasshopper. Okay? Good. Coming up. Sheldon, what are you going to have?"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,I’ll have a diet coke.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, can you please order a cocktail, I need to practice mixing drinks."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,Fine. I’ll have a virgin cuba libre.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"That’s, um, rum and coke without the rum."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,"Yes,"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,So coke.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,Yes. And would you make it diet?
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,There’s a can in the fridge.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,A cuba libre traditionally comes in a tall glass with a lime wedge.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,Then swim to Cuba.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,Bartenders are supposed to have people skills.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, Raj, here you go. Alright, who’s next?"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Howard,I’d like to try a slippery nipple.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, you’re cut off. Anybody need a refill?"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,"Where did my life go, Penny? One day I’m a carefree batchelor, and the next I’m married and driving a minivan to peewee cricket matches in suburban New Delhi."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,A… are you talking to me?
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,"Is there another Penny here? I had such plans. I had dreams. I was going to be the Indira Gandhi of particle astro-physics. But with a penis, of course."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Leonard,It’s amazing.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,"Ever since I was a little boy my father wanted me to be a gynaecologist like him. How can I be a gynaecologist, I can barely look a woman in the eye. You know what, I’m not going to let my parents control my future any longer, it’s time for a showdown. Somebody give me a computer with a webcam."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, sweetie, I think that’s the grasshopper talking."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,And it’s about to tell my parents that I’m not riding an elephant down the aisle with Lalita Gupta.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, calm down, no-one can make you get married. Why don’t you just meet this girl and, see what happens."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,"Haven’t you been listening to me, I cannot talk to women."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Leonard,Um… Raj.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Howard,"No, no, let’s see how long it takes him."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Um, Raj, honey, you say you can’t talk to women but… you’ve been talking to me."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Sheldon,And now we’ll never know.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,"You’re right. I… I am talking to you. Hello Penny, how are you?"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,I’m fine.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,"Okay, now I just need to make sure I have a Lalita before I meet the grasshopper. It’s a sweet green miracle."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Okay, if you’re going to drink on this date just promise me you won’t overdo it."
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,Overdo what? Happiness? Freedom? This warm glow inside of me that promises everything is going to be all hunky donkey?
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Penny,"Yeah, that. Uh, why don’t you bring her to my restaurant when I’m tending the bar so I can keep an eye on you?"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Raj,Okay.
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Leonard,"Wait a minute, what’s the plan here? Let’s say he meets her and he likes her and they get married, what’s he going to do, stay drunk for the rest of his life?"
Series 01,Episode 08,The Grasshopper Experiment,Penny’s apartment.,Howard,Worked for my parents.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Raj,I can’t believe I’m sitting here next to little Lalita Gupta.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Lalita,"Well, you are."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Raj,"Little Lalita. That’s kind of fun to say. Little Lalita, Little Lalita, Little Lalita, you should try it."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Lalita,"No, it’s okay."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Raj,"You have lost so much weight! That must have been difficult for you because you were so, so fat! Do you remember?"
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Lalita,"Yes, I do."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Raj,Of course you do. Who could forget being that fat?
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Lalita,"Well, I’ve been trying."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Raj,"So you’re a dental student? Hmm, are you aware that dentists have an extremely high suicide rate? Not as high as, say, air traffic controllers, but then there are far more dentists than air traffic controllers, so in pure numbers you’re still winning."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Lalita,Yay me!
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Leonard(to Penny),You have a drink that’ll make him less obnoxious?
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Penny,Drinks do not work that way.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Howard,"I’d say he was doing fine, look at her, last girl my mom set me up with had a moustache and a vestigial tail."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,Sorry I’m late.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Leonard,What happened?
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,"Nothing, I just really didn’t want to come. Virgin diet cuba libre please."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Penny,Okay.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,"In a tall glass, with a lime wedge."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Penny,"Oh, I’ll wedge it right in there."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,"So, how’s Koothrappali d…. oh my Lord."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Leonard,What?
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,That’s Princess Punchali.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Leonard,I’m pretty sure her name’s Lalita.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,"No, no, Princess Punchali from The Monkey and the Princess."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Howard,"Oh, yeah, I tried to watch that online, but they wanted a credit card."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,It’s a children’s story.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Howard,"Oh, no it isn’t."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,"When I was a little boy and got sick, which was most of the time, my mother would read it to me. It’s about an Indian princess who befriends a monkey, who was mocked by all the other monkeys because he was different. For some reason I related to it quite strongly."
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Penny,I know the reason.
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Leonard,"We all know the reason. Sheldon, what are you getting at?"
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Sheldon,That woman looks exactly like the pictures of Princess Punchali in the book. How often does one see a beloved fictional character come to life?
Series 01,Episode 08,The Grasshopper Experiment,The restaurant.,Howard,"Every year at Comic Con. Every day at Disneyland you can hire Snow White to come to your house. Course they prefer it if you have a kid, but…"
